Solar Radiation File									
Wall Study 2001									
SLTEST Site									
Date:  July 2001									

Year	Month	Day	Hour	Minute	Second	Decimal Time	Rs down	Rs up	L down

1	7	19	0	0	44	0.012222222	-1.23	2.9		405.39
1	7	19	0	1	44	0.028888889	-1.24	2.8		405.52
1	7	19	0	2	44	0.045555556	-1.34	2.67	405.32
1	7	19	0	3	44	0.062222222	-1.47	2.47	405.27
1	7	19	0	4	44	0.078888889	-1.62	2.28	405.5
1	7	19	0	5	44	0.095555556	-1.74	2.12	405.44
1	7	19	0	6	44	0.112222222	-1.84	1.96	405.35
1	7	19	0	7	44	0.128888889	-1.83	1.92	405.1
1	7	19	0	8	44	0.145555556	-1.98	1.76	403.3
1	7	19	0	9	44	0.162222222	-2		1.63	398.49
1	7	19	0	10	44	0.178888889	-1.98	1.46	371.45
1	7	19	0	11	44	0.195555556	-1.81	1.47	367.52
1	7	19	0	12	44	0.212222222	-1.48	1.72	367.17
1	7	19	0	13	44	0.228888889	-1.17	1.97	371.71
1	7	19	0	14	44	0.245555556	-1.11	2		375.42
1	7	19	0	15	44	0.262222222	-1.19	1.88	388.28
1	7	19	0	16	44	0.278888889	-1.09	1.84	378.86
1	7	19	0	17	44	0.295555556	-1.15	1.76	374.64
1	7	19	0	18	44	0.312222222	-1.04	1.77	373.7
1	7	19	0	19	44	0.328888889	-1.07	1.71	376
1	7	19	0	20	44	0.345555556	-1.3	1.55	378.91
1	7	19	0	21	44	0.362222222	-1.54	1.4		380.91
1	7	19	0	22	44	0.378888889	-1.69	1.32	386.12
1	7	19	0	23	44	0.395555556	-1.62	1.29	381.67
1	7	19	0	24	44	0.412222222	-1.58	1.27	382.29
1	7	19	0	25	44	0.428888889	-1.42	1.29	380.13
1	7	19	0	26	44	0.445555556	-1.55	1.19	376.23
1	7	19	0	27	44	0.462222222	-1.65	1.13	371.13
1	7	19	0	28	44	0.478888889	-1.45	1.22	364.56
1	7	19	0	29	44	0.495555556	-1.24	1.36	363.78
1	7	19	0	30	44	0.512222222	-1.12	1.51	364.4
1	7	19	0	31	44	0.528888889	-1.02	1.65	363.15
1	7	19	0	32	44	0.545555556	-0.97	1.79	363.88
1	7	19	0	33	44	0.562222222	-1.04	1.79	359.48
1	7	19	0	34	44	0.578888889	-1.22	1.76	359.33
1	7	19	0	35	44	0.595555556	-1.4	1.67	358
1	7	19	0	36	44	0.612222222	-1.71	1.49	353.77
1	7	19	0	37	44	0.628888889	-2.13	1.2		356.04
1	7	19	0	38	44	0.645555556	-2.36	1.01	356.79
1	7	19	0	39	44	0.662222222	-2.38	0.98	351.83
1	7	19	0	40	44	0.678888889	-2.22	1.1		350.19
1	7	19	0	41	44	0.695555556	-2.01	1.23	348.95
1	7	19	0	42	44	0.712222222	-1.89	1.32	349.2
1	7	19	0	43	44	0.728888889	-1.85	1.46	350.37
1	7	19	0	44	44	0.745555556	-1.69	1.62	350.56
1	7	19	0	45	44	0.762222222	-1.37	1.85	348.43
1	7	19	0	46	44	0.778888889	-1.11	2.05	347.71
1	7	19	0	47	44	0.795555556	-0.9	2.17	346.23
1	7	19	0	48	44	0.812222222	-0.85	2.23	347.62
1	7	19	0	49	44	0.828888889	-0.94	2.17	345.35
1	7	19	0	50	44	0.845555556	-1.07	2.14	345.07
1	7	19	0	51	44	0.862222222	-1.14	2.15	343.68
1	7	19	0	52	44	0.878888889	-1.42	2.06	344.03
1	7	19	0	53	44	0.895555556	-1.63	1.92	347.84
1	7	19	0	54	44	0.912222222	-1.73	1.97	345.01
1	7	19	0	55	44	0.928888889	-1.78	1.94	344.18
1	7	19	0	56	44	0.945555556	-1.83	1.94	343.39
1	7	19	0	57	44	0.962222222	-1.84	1.92	342.35
1	7	19	0	58	44	0.978888889	-1.87	1.9		343.02
1	7	19	0	59	44	0.995555556	-1.88	1.9		341.92
1	7	19	1	0	44	1.012222222	-1.91	1.89	340.93
1	7	19	1	1	44	1.028888889	-1.97	1.86	339.84
1	7	19	1	2	44	1.045555556	-2.15	1.73	337.32
1	7	19	1	3	44	1.062222222	-2.55	1.43	333.07
1	7	19	1	4	44	1.078888889	-2.9	1.07	330.29
1	7	19	1	5	44	1.095555556	-3.05	0.89	329.53
1	7	19	1	6	44	1.112222222	-3.03	0.79	329.92
1	7	19	1	7	44	1.128888889	-2.83	0.96	328.93
1	7	19	1	8	44	1.145555556	-2.59	1.08	329.16
1	7	19	1	9	44	1.162222222	-2.4	1.21	327.13
1	7	19	1	10	44	1.178888889	-2.43	1.27	322.88
1	7	19	1	11	44	1.195555556	-2.57	1.26	320.68
1	7	19	1	12	44	1.212222222	-2.56	1.33	322.08
1	7	19	1	13	44	1.228888889	-2.39	1.52	321.73
1	7	19	1	14	44	1.245555556	-2.23	1.76	322.24
1	7	19	1	15	44	1.262222222	-2.26	1.93	320.75
1	7	19	1	16	44	1.278888889	-2.46	1.97	320.33
1	7	19	1	17	44	1.295555556	-2.72	1.9		319.75
1	7	19	1	18	44	1.312222222	-2.96	1.89	318.54
1	7	19	1	19	44	1.328888889	-3.27	1.84	315.92
1	7	19	1	20	44	1.345555556	-3.76	1.59	315.07
1	7	19	1	21	44	1.362222222	-4.09	1.34	314.3
1	7	19	1	22	44	1.378888889	-4.31	1.17	314.55
1	7	19	1	23	44	1.395555556	-4.39	1.14	315.44
1	7	19	1	24	44	1.412222222	-4.01	1.43	316.12
1	7	19	1	25	44	1.428888889	-3.51	1.81	315.92
1	7	19	1	26	44	1.445555556	-3.12	2.2		316.98
1	7	19	1	27	44	1.462222222	-2.71	2.53	317.73
1	7	19	1	28	44	1.478888889	-2.33	2.79	318.86
1	7	19	1	29	44	1.495555556	-1.88	3.09	319.38
1	7	19	1	30	44	1.512222222	-1.5	3.35	318.54
1	7	19	1	31	44	1.528888889	-1.47	3.39	315.65
1	7	19	1	32	44	1.545555556	-1.84	3.22	314.4
1	7	19	1	33	44	1.562222222	-2.27	2.98	314.2
1	7	19	1	34	44	1.578888889	-2.67	2.81	314.43
1	7	19	1	35	44	1.595555556	-2.91	2.69	314.98
1	7	19	1	36	44	1.612222222	-2.98	2.7		316.18
1	7	19	1	37	44	1.628888889	-2.79	2.85	317.19
1	7	19	1	38	44	1.645555556	-2.49	3.07	317.35
1	7	19	1	39	44	1.662222222	-2.28	3.21	316.83
1	7	19	1	40	44	1.678888889	-2.1	3.31	317.09
1	7	19	1	41	44	1.695555556	-2.07	3.34	316.4
1	7	19	1	42	44	1.712222222	-2.02	3.32	316.6
1	7	19	1	43	44	1.728888889	-1.83	3.4		317.94
1	7	19	1	44	44	1.745555556	-1.6	3.61	317.62
1	7	19	1	45	44	1.762222222	-1.47	3.8		317.45
1	7	19	1	46	44	1.778888889	-1.43	3.89	317.06
1	7	19	1	47	44	1.795555556	-1.37	3.93	316.34
1	7	19	1	48	44	1.812222222	-1.33	3.94	315.77
1	7	19	1	49	44	1.828888889	-1.32	3.88	315.82
1	7	19	1	50	44	1.845555556	-1.29	3.76	316.18
1	7	19	1	51	44	1.862222222	-1.2	3.67	316.02
1	7	19	1	52	44	1.878888889	-1.14	3.63	315.74
1	7	19	1	53	44	1.895555556	-1.2	3.46	315.53
1	7	19	1	54	44	1.912222222	-1.33	3.24	314.52
1	7	19	1	55	44	1.928888889	-1.67	2.94	314.09
1	7	19	1	56	44	1.945555556	-2		2.63	313.72
1	7	19	1	57	44	1.962222222	-2.33	2.38	313.2
1	7	19	1	58	44	1.978888889	-2.52	2.21	313.42
1	7	19	1	59	44	1.995555556	-2.52	2.22	313.31
1	7	19	2	0	44	2.012222222	-2.37	2.28	313.13
1	7	19	2	1	43	2.028611111	-2.17	2.37	312.68
1	7	19	2	2	43	2.045277778	-1.91	2.47	312.62
1	7	19	2	3	44	2.062222222	-1.62	2.54	312.01
1	7	19	2	4	43	2.078611111	-1.43	2.55	310.79
1	7	19	2	5	43	2.095277778	-1.4	2.42	310.07
1	7	19	2	6	43	2.111944444	-1.41	2.25	310.1
1	7	19	2	7	43	2.128611111	-1.4	2.2		310.67
1	7	19	2	8	43	2.145277778	-1.33	2.2		310.65
1	7	19	2	9	43	2.161944444	-1.37	2.14	310.71
1	7	19	2	10	43	2.178611111	-1.46	2.09	311.05
1	7	19	2	11	43	2.195277778	-1.57	2.06	311.89
1	7	19	2	12	43	2.211944444	-1.61	2.06	311.95
1	7	19	2	13	43	2.228611111	-1.71	2.06	312.15
1	7	19	2	14	43	2.245277778	-1.77	2.1		311.94
1	7	19	2	15	43	2.261944444	-1.87	2.15	310.27
1	7	19	2	16	43	2.278611111	-2.33	2.01	309.67
1	7	19	2	17	43	2.295277778	-2.74	1.87	310.53
1	7	19	2	18	43	2.311944444	-2.77	1.91	310.68
1	7	19	2	19	43	2.328611111	-2.51	2.09	311.8
1	7	19	2	20	43	2.345277778	-2		2.36	312.1
1	7	19	2	21	43	2.361944444	-1.6	2.58	311.63
1	7	19	2	22	43	2.378611111	-1.37	2.74	310.42
1	7	19	2	23	43	2.395277778	-1.36	2.71	310.25
1	7	19	2	24	43	2.411944444	-1.48	2.6		309.84
1	7	19	2	25	43	2.428611111	-1.62	2.5		309.63
1	7	19	2	26	43	2.445277778	-1.82	2.36	309.84
1	7	19	2	27	43	2.461944444	-1.93	2.29	310.24
1	7	19	2	28	43	2.478611111	-1.89	2.28	309.89
1	7	19	2	29	43	2.495277778	-1.84	2.32	309.78
1	7	19	2	30	43	2.511944444	-1.75	2.41	309.98
1	7	19	2	31	43	2.528611111	-1.59	2.51	310.27
1	7	19	2	32	43	2.545277778	-1.35	2.69	310.7
1	7	19	2	33	43	2.561944444	-1.13	2.87	310.58
1	7	19	2	34	43	2.578611111	-0.93	2.99	312.3
1	7	19	2	35	43	2.595277778	-0.57	3.23	312.88
1	7	19	2	36	43	2.611944444	-0.19	3.51	313.68
1	7	19	2	37	43	2.628611111	0.09	3.77	312.82
1	7	19	2	38	43	2.645277778	0.13	3.86	312.07
1	7	19	2	39	43	2.661944444	-0.01	3.71	312.23
1	7	19	2	40	43	2.678611111	-0.11	3.54	312.68
1	7	19	2	41	43	2.695277778	-0.13	3.41	311.86
1	7	19	2	42	43	2.711944444	-0.18	3.37	311.45
1	7	19	2	43	43	2.728611111	-0.37	3.23	310.77
1	7	19	2	44	43	2.745277778	-0.65	3.03	309.6
1	7	19	2	45	43	2.761944444	-0.98	2.75	308.39
1	7	19	2	46	43	2.778611111	-1.2	2.52	308.53
1	7	19	2	47	43	2.795277778	-1.18	2.47	310.96
1	7	19	2	48	43	2.811944444	-0.75	2.72	314.27
1	7	19	2	49	43	2.828611111	-0.16	3.17	314.98
1	7	19	2	50	43	2.845277778	0.23	3.37	313.34
1	7	19	2	51	43	2.861944444	0.13	3.32	311.89
1	7	19	2	52	43	2.878611111	-0.15	3.07	310.88
1	7	19	2	53	43	2.895277778	-0.47	2.8		311.22
1	7	19	2	54	43	2.911944444	-0.61	2.72	310.94
1	7	19	2	55	43	2.928611111	-0.77	2.6		310.62
1	7	19	2	56	43	2.945277778	-0.97	2.41	310.71
1	7	19	2	57	43	2.961944444	-0.98	2.36	313.59
1	7	19	2	58	43	2.978611111	-0.75	2.44	312.9
1	7	19	2	59	43	2.995277778	-0.73	2.44	311.81
1	7	19	3	0	43	3.011944444	-0.85	2.39	311.81
1	7	19	3	1	43	3.028611111	-0.95	2.34	312.1
1	7	19	3	2	43	3.045277778	-0.95	2.36	314.03
1	7	19	3	3	43	3.061944444	-0.76	2.56	313.48
1	7	19	3	4	43	3.078611111	-0.75	2.63	313.53
1	7	19	3	5	43	3.095277778	-0.72	2.69	313.51
1	7	19	3	6	43	3.111944444	-0.87	2.61	311.51
1	7	19	3	7	43	3.128611111	-1.25	2.38	311.51
1	7	19	3	8	43	3.145277778	-1.6	2.17	310.47
1	7	19	3	9	43	3.161944444	-1.87	1.99	313.11
1	7	19	3	10	43	3.178611111	-1.65	2.18	312.94
1	7	19	3	11	43	3.195277778	-1.49	2.34	311.78
1	7	19	3	12	43	3.211944444	-1.54	2.29	310.18
1	7	19	3	13	43	3.228611111	-1.68	2.1		310.67
1	7	19	3	14	43	3.245277778	-1.81	1.93	309.51
1	7	19	3	15	43	3.261944444	-1.95	1.76	309.44
1	7	19	3	16	43	3.278611111	-2.13	1.59	308.88
1	7	19	3	17	43	3.295277778	-2.07	1.6		311.1
1	7	19	3	18	43	3.311944444	-1.59	2.03	313.43
1	7	19	3	19	43	3.328611111	-0.86	2.62	313.6
1	7	19	3	20	43	3.345277778	-0.4	3.04	312.65
1	7	19	3	21	43	3.361944444	-0.28	3.12	310.85
1	7	19	3	22	43	3.378611111	-0.53	2.89	309.77
1	7	19	3	23	43	3.395277778	-0.81	2.61	310.62
1	7	19	3	24	43	3.411944444	-0.91	2.49	310.8
1	7	19	3	25	43	3.428611111	-0.88	2.49	310.99
1	7	19	3	26	43	3.445277778	-0.82	2.58	310.15
1	7	19	3	27	43	3.461944444	-0.89	2.58	310.03
1	7	19	3	28	43	3.478611111	-1.04	2.54	308.24
1	7	19	3	29	43	3.495277778	-1.26	2.43	307.72
1	7	19	3	30	43	3.511944444	-1.4	2.34	308.15
1	7	19	3	31	43	3.528611111	-1.37	2.38	308.63
1	7	19	3	32	43	3.545277778	-1.17	2.54	311.16
1	7	19	3	33	43	3.561944444	-0.69	2.93	311.8
1	7	19	3	34	43	3.578611111	-0.29	3.31	310.3
1	7	19	3	35	43	3.595277778	-0.25	3.38	309.05
1	7	19	3	36	43	3.611944444	-0.46	3.23	309.96
1	7	19	3	37	43	3.628611111	-0.59	3.02	310.07
1	7	19	3	38	43	3.645277778	-0.67	2.96	309.7
1	7	19	3	39	43	3.661944444	-0.72	2.94	309.96
1	7	19	3	40	43	3.678611111	-0.76	2.94	309.67
1	7	19	3	41	43	3.695277778	-0.89	2.87	309.95
1	7	19	3	42	43	3.711944444	-1.01	2.82	310.58
1	7	19	3	43	43	3.728611111	-1.04	2.81	309.93
1	7	19	3	44	43	3.745277778	-1.11	2.78	311.25
1	7	19	3	45	43	3.761944444	-0.93	2.87	312.75
1	7	19	3	46	43	3.778611111	-0.65	3.08	312.68
1	7	19	3	47	43	3.795277778	-0.45	3.26	313.39
1	7	19	3	48	43	3.811944444	-0.2	3.37	313.54
1	7	19	3	49	43	3.828611111	-0.05	3.36	313.82
1	7	19	3	50	43	3.845277778	0.17	3.38	312.85
1	7	19	3	51	43	3.861944444	0.14	3.26	310.97
1	7	19	3	52	43	3.878611111	-0.13	2.99	311.39
1	7	19	3	53	43	3.895277778	-0.33	2.77	311.78
1	7	19	3	54	43	3.911944444	-0.43	2.69	311.98
1	7	19	3	55	43	3.928611111	-0.46	2.68	311.49
1	7	19	3	56	43	3.945277778	-0.55	2.68	311.51
1	7	19	3	57	43	3.961944444	-0.71	2.63	311.05
1	7	19	3	58	43	3.978611111	-1.02	2.55	309.87
1	7	19	3	59	43	3.995277778	-1.43	2.36	309.26
1	7	19	4	0	43	4.011944444	-1.84	2.08	308.24
1	7	19	4	1	43	4.028611111	-2.22	1.81	308.42
1	7	19	4	2	43	4.045277778	-2.48	1.64	307.73
1	7	19	4	3	43	4.061944444	-2.58	1.54	308.44
1	7	19	4	4	43	4.078611111	-2.38	1.7		307.82
1	7	19	4	5	43	4.095277778	-2.19	1.83	307
1	7	19	4	6	43	4.111944444	-2.02	1.96	307.37
1	7	19	4	7	43	4.128611111	-1.94	2.04	306.6
1	7	19	4	8	43	4.145277778	-2		2.07	306.34
1	7	19	4	9	43	4.161944444	-2.18	2.05	305.62
1	7	19	4	10	43	4.178611111	-2.4	1.98	303.13
1	7	19	4	11	43	4.195277778	-2.38	1.79	298.64
1	7	19	4	12	43	4.211944444	-2.11	1.7		299.85
1	7	19	4	13	43	4.228611111	-1.72	1.78	300.41
1	7	19	4	14	43	4.245277778	-1.51	1.81	299.83
1	7	19	4	15	42	4.261666667	-1.55	1.79	299.37
1	7	19	4	16	43	4.278611111	-1.71	1.7		299.22
1	7	19	4	17	43	4.295277778	-1.77	1.68	297.87
1	7	19	4	18	42	4.311666667	-1.7	1.72	297.84
1	7	19	4	19	42	4.328333333	-1.75	1.73	297.95
1	7	19	4	20	42	4.345		-1.72	1.79	298
1	7	19	4	21	42	4.361666667	-1.6	1.89	298.13
1	7	19	4	22	42	4.378333333	-1.46	2.02	297.66
1	7	19	4	23	42	4.395		-1.4	2.09	296.96
1	7	19	4	24	42	4.411666667	-1.31	2.16	296.85
1	7	19	4	25	42	4.428333333	-1.24	2.22	296.35
1	7	19	4	26	42	4.445		-1.21	2.24	295.77
1	7	19	4	27	42	4.461666667	-1.24	2.22	295.14
1	7	19	4	28	42	4.478333333	-1.23	2.18	294.67
1	7	19	4	29	42	4.495		-1.26	2.15	295.09
1	7	19	4	30	42	4.511666667	-1.25	2.16	295.43
1	7	19	4	31	42	4.528333333	-1.24	2.19	294.59
1	7	19	4	32	42	4.545		-1.19	2.23	294.53
1	7	19	4	33	42	4.561666667	-1.14	2.31	294.24
1	7	19	4	34	42	4.578333333	-1.06	2.38	294.04
1	7	19	4	35	42	4.595		-0.98	2.44	294.5
1	7	19	4	36	42	4.611666667	-0.86	2.54	294.97
1	7	19	4	37	42	4.628333333	-0.75	2.66	294.85
1	7	19	4	38	42	4.645		-0.7	2.74	294.38
1	7	19	4	39	42	4.661666667	-0.72	2.77	294.08
1	7	19	4	40	42	4.678333333	-0.78	2.76	293.82
1	7	19	4	41	42	4.695		-0.81	2.71	294.04
1	7	19	4	42	42	4.711666667	-0.79	2.73	294.36
1	7	19	4	43	42	4.728333333	-0.73	2.79	294.68
1	7	19	4	44	42	4.745		-0.66	2.87	294.39
1	7	19	4	45	42	4.761666667	-0.56	2.95	294.25
1	7	19	4	46	42	4.778333333	-0.49	3.01	293.37
1	7	19	4	47	42	4.795		-0.49	2.97	292.08
1	7	19	4	48	42	4.811666667	-0.53	2.88	291.21
1	7	19	4	49	42	4.828333333	-0.59	2.8		291.72
1	7	19	4	50	42	4.845		-0.52	2.8		293.18
1	7	19	4	51	42	4.861666667	-0.33	2.95	293.38
1	7	19	4	52	42	4.878333333	-0.15	3.05	293.66
1	7	19	4	53	42	4.895		-0.09	3.1		293.61
1	7	19	4	54	42	4.911666667	-0.08	3.09	293.72
1	7	19	4	55	42	4.928333333	-0.08	3.12	292.97
1	7	19	4	56	42	4.945		-0.14	3.09	292.62
1	7	19	4	57	42	4.961666667	-0.24	3.04	292.54
1	7	19	4	58	42	4.978333333	-0.39	2.94	292.71
1	7	19	4	59	42	4.995		-0.44	2.87	293.76
1	7	19	5	0	42	5.011666667	-0.37	2.92	294.76
1	7	19	5	1	42	5.028333333	-0.26	3.04	294.62
1	7	19	5	2	42	5.045		-0.16	3.11	294.34
1	7	19	5	3	42	5.061666667	-0.21	3.09	293.73
1	7	19	5	4	42	5.078333333	-0.28	3.03	293.73
1	7	19	5	5	42	5.095		-0.36	2.98	293.44
1	7	19	5	6	42	5.111666667	-0.45	2.9		293.78
1	7	19	5	7	42	5.128333333	-0.44	2.93	294.24
1	7	19	5	8	42	5.145		-0.44	2.93	294.24
1	7	19	5	9	42	5.161666667	-0.47	2.92	294.25
1	7	19	5	10	42	5.178333333	-0.49	2.87	292.85
1	7	19	5	11	42	5.195		-0.64	2.74	290.23
1	7	19	5	12	42	5.211666667	-0.83	2.55	291.26
1	7	19	5	13	42	5.228333333	-0.89	2.49	292.57
1	7	19	5	14	42	5.245		-0.85	2.53	291.27
1	7	19	5	15	42	5.261666667	-0.85	2.56	290.77
1	7	19	5	16	42	5.278333333	-0.86	2.59	293.87
1	7	19	5	17	42	5.295		-0.82	2.69	294.38
1	7	19	5	18	42	5.311666667	-0.75	2.82	293.86
1	7	19	5	19	42	5.328333333	-0.71	2.93	293.58
1	7	19	5	20	42	5.345		-0.75	2.95	292.74
1	7	19	5	21	42	5.361666667	-0.85	2.88	292.74
1	7	19	5	22	42	5.378333333	-1		2.76	293.09
1	7	19	5	23	42	5.395		-1.11	2.62	292.22
1	7	19	5	24	42	5.411666667	-1.21	2.53	291.88
1	7	19	5	25	42	5.428333333	-1.26	2.48	291.73
1	7	19	5	26	42	5.445		-1.36	2.44	291.7
1	7	19	5	27	42	5.461666667	-1.47	2.41	291.49
1	7	19	5	28	42	5.478333333	-1.58	2.42	291.35
1	7	19	5	29	42	5.495		-1.62	2.46	291.53
1	7	19	5	30	42	5.511666667	-1.54	2.59	291.39
1	7	19	5	31	42	5.528333333	-1.41	2.74	291.65
1	7	19	5	32	42	5.545		-1.2	2.96	291.44
1	7	19	5	33	42	5.561666667	-0.99	3.14	291.13
1	7	19	5	34	42	5.578333333	-0.79	3.32	290.46
1	7	19	5	35	42	5.595		-0.58	3.39	290.43
1	7	19	5	36	42	5.611666667	-0.43	3.45	291.5
1	7	19	5	37	42	5.628333333	-0.31	3.54	291.23
1	7	19	5	38	42	5.645		-0.24	3.56	289.96
1	7	19	5	39	42	5.661666667	-0.2	3.5		289.45
1	7	19	5	40	42	5.678333333	-0.11	3.47	289.94
1	7	19	5	41	42	5.695		-0.08	3.47	290.32
1	7	19	5	42	42	5.711666667	-0.06	3.42	289.55
1	7	19	5	43	42	5.728333333	-0.12	3.3		288
1	7	19	5	44	42	5.745		-0.29	3.1		287.19
1	7	19	5	45	42	5.761666667	-0.48	2.92	286.9
1	7	19	5	46	42	5.778333333	-0.61	2.81	287.04
1	7	19	5	47	42	5.795		-0.66	2.77	286.99
1	7	19	5	48	42	5.811666667	-0.65	2.76	286.44
1	7	19	5	49	42	5.828333333	-0.69	2.73	287.02
1	7	19	5	50	42	5.845		-0.58	2.77	287.86
1	7	19	5	51	42	5.861666667	-0.46	2.83	287.68
1	7	19	5	52	42	5.878333333	-0.37	2.9		287.76
1	7	19	5	53	42	5.895		-0.29	2.94	288
1	7	19	5	54	42	5.911666667	-0.23	2.96	287.89
1	7	19	5	55	42	5.928333333	-0.19	3		288.2
1	7	19	5	56	42	5.945		-0.15	3.04	288.49
1	7	19	5	57	42	5.961666667	-0.11	3.1		288.8
1	7	19	5	58	42	5.978333333	0		3.18	289.18
1	7	19	5	59	42	5.995		0.12	3.26	289.82
1	7	19	6	0	42	6.011666667	0.3		3.39	289.84
1	7	19	6	1	42	6.028333333	0.4		3.48	289.09
1	7	19	6	2	42	6.045		0.43	3.48	288.67
1	7	19	6	3	42	6.061666667	0.37	3.43	288.02
1	7	19	6	4	42	6.078333333	0.34	3.37	288.02
