ALT(m)	PRESS(mb)	TEMP(C)	RH(%)	SPEED (m/s)	WDIR(deg)
1806	820.92		27.13	14.36	7.70		266.59
1807	820.86		27.11	14.35	7.50		263.71
1808	820.77		27.07	14.33	7.00		258.89
1809	820.68		27.13	14.31	6.80		257.09
1811	820.54		27.07	14.32	6.90		257.40
1812	820.43		27.07	14.32	7.25		258.20
1813	820.32		27.01	14.30	7.30		257.29
1814	820.23		27.09	14.30	7.30		255.69
1815	820.11		27.04	14.28	7.07		250.89
1816	820.02		26.99	14.28	6.95		248.85
1818	819.83		27.01	14.27	6.70		245.79
1819	819.74		27.01	14.28	6.80		248.09
1820	819.65		26.97	14.26	6.80		245.49
1821	819.55		26.95	14.25	6.80		243.84
1823	819.36		26.93	14.24	6.80		243.99
1825	819.19		26.95	14.22	7.00		246.86
1827	819.04		26.93	14.22	7.10		249.29
1828	818.96		26.89	14.21	6.90		247.79
1829	818.85		26.89	14.21	6.70		247.69
1830	818.69		26.89	14.20	6.45		252.33
1832	818.52		26.81	14.19	6.70		259.29
1833	818.44		26.83	14.19	6.60		259.17
1834	818.33		26.84	14.17	6.80		261.79
1836	818.14		26.77	14.19	6.90		262.79
1837	818.06		26.81	14.18	7.10		261.69
1838	817.98		26.85	14.17	7.20		263.85
1840	817.82		26.83	14.17	7.45		267.10
1842	817.60		26.75	14.16	7.40		268.34
1844	817.45		26.77	14.15	7.30		269.59
1845	817.38		26.77	14.16	7.40		270.49
1846	817.26		26.73	14.15	7.25		271.74
1848	817.07		26.72	14.13	7.20		270.89
1850	816.83		26.73	14.12	7.10		271.39
1851	816.78		26.65	14.11	7.10		271.79
1852	816.65		26.69	14.12	7.10		271.89
1853	816.60		26.69	14.10	7.05		271.89
1855	816.39		26.61	14.12	7.00		271.99
1856	816.33		26.65	14.11	7.10		271.54
1857	816.22		26.65	14.13	6.95		271.64
1859	816.00		26.57	14.13	6.80		271.59
1860	815.91		26.57	14.12	7.00		272.19
1862	815.73		26.61	14.12	7.10		272.59
1863	815.67		26.59	14.11	7.05		272.54
1864	815.58		26.51	14.10	7.10		272.94
1865	815.48		26.49	14.10	7.00		273.19
1867	815.33		26.49	14.10	7.10		273.39
1868	815.23		26.51	14.09	7.20		275.05
1869	815.12		26.53	14.09	7.40		277.09
1870	815.06		26.53	14.09	7.20		276.69
1871	814.89		26.49	14.07	7.23		275.37
1874	814.69		26.45	14.05	7.00		273.59
1875	814.59		26.41	14.05	7.10		273.09
1876	814.48		26.45	14.05	7.10		273.89
1877	814.37		26.39	14.04	7.20		274.29
1879	814.19		26.40	14.03	7.13		274.36
1881	814.02		26.33	14.00	7.00		273.59
1882	813.93		26.33	14.01	6.90		272.49
1883	813.84		26.39	14.02	7.00		270.69
1884	813.75		26.33	13.99	6.80		268.99
1886	813.56		26.29	14.00	6.50		268.25
1887	813.45		26.29	13.98	6.50		267.90
